City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Yegor'yevsk,55.3783,39.0411,60.19,72,84,4.0,RU,1685143005
Buinsk,54.95,48.2833,65.8,53,85,13.65,RU,1685143005
Sorbhog,26.5,90.8667,70.86,91,53,3.76,IN,1685143006
Nguigmi,14.2495,13.1092,87.28,37,24,4.07,NE,1685143006
Lobujya,27.95,86.8167,23.7,98,99,4.92,NP,1685143006
Piaçabuçu,-10.4056,-36.4344,75.7,89,27,7.29,BR,1685143006
Qaqortoq,60.7167,-46.0333,34.38,88,100,0.13,GL,1685143006
Grand Falls-Windsor,48.9332,-55.6649,45.5,91,100,4.25,CA,1685143007
Chake Chake,-5.2459,39.7666,76.32,76,14,8.93,TZ,1685143007
Ta`ū,-14.2336,-169.5144,82.74,75,45,14.25,AS,1685143007
Christchurch,-43.5333,172.6333,63.41,52,75,5.75,NZ,1685143007
Rio Grande,-32.035,-52.0986,68.11,99,100,3.58,BR,1685142818
Laojunmiao,39.8333,97.7333,52.65,25,100,1.59,CN,1685143008
Sarai,53.7458,41.0213,56.05,82,53,7.07,RU,1685143008
Iecava,56.5986,24.2022,48.78,72,3,8.41,LV,1685143008
Inaruwa,26.6011,87.1488,75.56,76,63,2.89,NP,1685143008
Dudinka,69.4058,86.1778,40.62,86,93,15.84,RU,1685143009
Fuerte Olimpo,-21.0415,-57.8738,89.83,38,86,9.73,PY,1685143009
Quibdó,5.6947,-76.6611,77.13,95,100,2.39,CO,1685143009
Fomboni,-12.28,43.7425,79.47,65,0,6.71,KM,1685143009
Wasco,35.5941,-119.341,83.43,38,0,0.0,US,1685143010
Mar del Plata,-38.0023,-57.5575,57.22,68,0,11.5,AR,1685143010
Pariaman,-0.619,100.12,75.25,85,100,1.97,ID,1685143010
Lianjiang,21.6467,110.2817,78.71,91,47,9.51,CN,1685143010
Yekaterinoslavka,50.3734,129.1139,54.95,40,47,14.43,RU,1685143010
Mili,6.0815,171.735,82.09,78,100,12.71,MH,1685143011
Marquette,46.5333,-87.6335,75.78,31,59,3.91,US,1685143011
Katsuren-haebaru,26.3369,127.8719,75.22,88,100,8.05,JP,1685143011
Kaa-Khem,51.6833,94.7333,40.91,68,30,2.28,RU,1685143011
Gyangze,28.95,89.6333,35.26,57,72,4.79,CN,1685143011
Antsiranana,-12.2787,49.2917,75.27,80,6,15.1,MG,1685143012
Chimbote,-9.0853,-78.5783,73.33,79,45,12.37,PE,1685142878
Talcahuano,-36.7167,-73.1167,51.48,76,0,4.61,CL,1685143012
Glace Bay,46.1969,-59.957,46.89,86,75,12.66,CA,1685143012
Kayenta,36.7278,-110.2546,75.31,10,0,17.16,US,1685143013
Cascais,38.6979,-9.4215,65.52,93,99,17.0,PT,1685143013
Lüderitz,-26.6481,15.1594,53.78,58,45,10.22,NA,1685143013
Brookings,44.3114,-96.7984,80.94,21,0,16.11,US,1685143013
Port Saint John's,-31.6229,29.5448,58.57,53,53,6.44,ZA,1685143014
Zaragoza,41.6561,-0.8773,68.02,59,0,5.75,ES,1685142477
Afaahiti,-17.75,-149.2833,84.07,76,77,14.07,PF,1685143014
Princeville,45.7668,-61.2985,43.66,92,100,16.11,CA,1685143019
Iskateley,67.6803,53.1512,46.26,64,21,15.43,RU,1685143020
El Dorado,38.7666,-120.5177,71.92,62,36,1.01,US,1685142913
Novo Aripuanã,-5.1206,-60.3797,79.48,82,91,1.61,BR,1685143020
Szombathely,47.2309,16.6216,56.05,73,2,15.41,HU,1685143020
São Vicente,-23.9631,-46.3919,81.27,26,71,3.11,BR,1685142769
Holualoa,19.6228,-155.9522,78.64,78,20,10.36,US,1685143021
Beledweyne,4.7358,45.2036,77.7,73,73,16.08,SO,1685143021
Nyurba,63.2842,118.3319,45.19,54,27,6.89,RU,1685143021
Tapes,-30.6733,-51.3958,69.48,80,93,6.11,BR,1685143021
Mumford,5.2618,-0.759,81.5,83,96,10.2,GH,1685143022
Aliade,7.2964,8.487,79.9,81,29,8.16,NG,1685143022
Hammerfest,70.6634,23.6821,34.25,93,75,23.02,NO,1685143022
Zhangaözen,43.3,52.8,75.52,23,97,20.62,KZ,1685143022
Vila Franca do Campo,37.7167,-25.4333,63.01,86,72,7.45,PT,1685143023
Placer,39.0666,-120.7677,69.39,59,52,1.01,US,1685143023
Teodoro Sampaio,-22.5325,-52.1675,68.14,73,7,5.84,BR,1685143023
Agadir,30.4202,-9.5982,66.65,86,3,5.14,MA,1685143023
Neryungri,56.6709,124.6491,41.85,74,100,16.53,RU,1685143023
Chibougamau,49.9168,-74.3659,56.82,44,100,6.91,CA,1685143024
Antofagasta,-23.65,-70.4,61.88,79,100,5.03,CL,1685143024
Saynshand,44.8824,110.1163,58.95,27,100,21.85,MN,1685143024
Cabo San Lucas,22.8909,-109.9124,92.5,50,75,19.57,MX,1685142787
Gobabis,-22.45,18.9667,56.8,42,100,12.1,NA,1685143025
Thunder Bay,48.4001,-89.3168,76.98,23,20,9.22,CA,1685142867
Rémire-Montjoly,4.9167,-52.2667,77.04,100,75,0.0,GF,1685143025
Wynyard,-41.0,145.7167,48.97,79,93,11.86,AU,1685143025
Nueva Gerona,21.8833,-82.8,84.7,56,26,10.27,CU,1685143026
Kizil-Arvat,38.9764,56.2757,80.67,16,99,7.54,TM,1685143026
Luganville,-15.5333,167.1667,79.39,54,16,4.99,VU,1685143026
Yerofey Pavlovich,53.9667,121.9667,40.35,96,100,6.35,RU,1685143026
I-n-Salah,27.1935,2.4607,86.23,14,100,9.06,DZ,1685143027
Borogontsy,62.6683,131.1683,46.56,45,37,5.68,RU,1685143027
Bargaal,11.2864,51.0773,82.78,80,55,10.4,SO,1685143027
Naryan-Mar,67.6713,53.087,46.22,64,20,15.46,RU,1685143027
Pyapon,16.2833,95.6833,82.08,76,2,6.93,MM,1685143028
Olinda,-8.0089,-34.8553,80.33,78,20,5.75,BR,1685143028
Doğanhisar,38.1463,31.6765,53.15,74,7,2.51,TR,1685143028
Atasū,48.6814,71.6433,54.25,63,29,11.48,KZ,1685143028
Nadi,-17.8,177.4167,82.4,42,20,2.3,FJ,1685143028
Marand,38.4329,45.7749,58.08,71,2,2.24,IR,1685143029
Cidreira,-30.1811,-50.2056,70.97,84,67,11.79,BR,1685143029
Suva,-18.1416,178.4415,80.08,61,20,5.75,FJ,1685143029
Claveria,18.6074,121.0832,80.91,72,45,10.13,PH,1685143029
Porto Murtinho,-21.6989,-57.8825,84.81,46,83,6.13,BR,1685142774
Saint Augustine Beach,29.8505,-81.2654,71.1,78,100,23.02,US,1685143030
Gamay,12.3854,125.2979,79.88,90,99,7.02,PH,1685143030
Concepción,-36.827,-73.0498,51.6,76,0,4.61,CL,1685143016
Barguzin,53.6167,109.6167,42.13,73,96,1.81,RU,1685143031
Zaozërsk,69.4005,32.4476,39.31,74,98,17.34,RU,1685143031
Makoua,0.0069,15.6333,74.26,96,100,3.38,CG,1685143031
Bealanana,-14.55,48.7333,59.52,96,73,3.38,MG,1685143031
Dubovka,49.0583,44.829,70.75,79,96,4.0,RU,1685143032
Richards Bay,-28.783,32.0377,62.89,65,100,4.83,ZA,1685143032
Sierra Grande,-41.606,-65.3557,42.89,33,76,5.99,AR,1685143032
Dvinskoy Bereznik,62.8551,42.7072,45.09,84,4,3.27,RU,1685143032
Robinsonville,31.4677,-97.1147,84.87,45,0,9.22,US,1685143033
Surendranagar,22.7,71.6833,83.16,71,0,15.52,IN,1685143033
Kurumkan,54.3,110.3,43.27,66,100,1.83,RU,1685143033
Plymouth,41.8334,-70.8328,64.15,57,0,8.05,US,1685143038
Cockburn Town,21.4612,-71.1419,82.6,75,0,1.86,TC,1685143039
Gouyave,12.1646,-61.7296,79.57,94,20,9.22,GD,1685143039
Mount Isa,-20.7333,139.5,55.17,38,2,9.22,AU,1685143039
Nova Sintra,14.8667,-24.7167,69.94,84,100,13.98,CV,1685142976
Choibalsan,48.0667,114.5,47.46,40,99,8.32,MN,1685143039
Horodnytsya,50.807,27.3168,56.84,95,98,6.33,UA,1685143040
Al Ḩadd,26.2456,50.6542,89.58,51,0,6.91,BH,1685143040
Jinji,23.2281,110.8261,77.34,94,20,1.74,CN,1685143040
Mawu,29.5923,107.3139,68.54,96,88,0.76,CN,1685143040
Kenai,60.5544,-151.2583,50.02,81,100,6.91,US,1685142900
Laguna,38.421,-121.4238,79.18,50,0,11.5,US,1685143041
Kyenjojo,0.6328,30.6214,62.51,94,96,3.22,UG,1685143041
Sbikha,35.9333,10.0208,66.16,58,1,6.06,TN,1685143041
Darwin,-12.4611,130.8418,75.18,56,20,11.5,AU,1685143030
Kavieng,-2.5744,150.7967,82.92,73,67,4.72,PG,1685143042
Aykhal,66.0,111.5,34.88,99,100,5.61,RU,1685143042
Dashiqiao,40.6373,122.5025,64.33,74,100,8.66,CN,1685143042
Yarmouth,41.7057,-70.2286,61.97,69,0,5.01,US,1685143043
Sikasso,10.9167,-7.0,87.71,32,97,1.14,ML,1685143043
Mach,29.8637,67.3298,79.93,11,0,9.78,PK,1685143043
Maputo,-25.9653,32.5892,67.68,72,40,13.8,MZ,1685143043
Ardestān,33.3761,52.3694,75.18,37,100,5.77,IR,1685143044
Ferreñafe,-6.6389,-79.7889,76.82,78,40,17.27,PE,1685143044
Cologne,50.9333,6.95,53.91,68,0,4.61,DE,1685142758
Taguatinga,-12.3857,-46.5711,83.57,42,71,9.08,BR,1685143044
Dexter,36.7959,-89.9579,78.58,46,0,11.88,US,1685143045
Campbellton,48.0075,-66.6727,57.65,70,75,4.72,CA,1685143045
Ciudad Acuña,29.3232,-100.9522,88.09,49,75,13.8,MX,1685142805
Lycksele,64.5954,18.6735,35.47,69,34,9.22,SE,1685143045
Bela,25.9333,81.9833,75.07,70,0,5.03,IN,1685143046
Rondonópolis,-16.4708,-54.6356,77.23,48,25,3.83,BR,1685143046
Ad Dabbah,18.05,30.95,94.66,12,0,6.55,SD,1685143046
Skowhegan,44.7651,-69.7192,64.15,71,79,4.29,US,1685143046
Holdrege,40.4403,-99.3698,78.71,36,75,18.41,US,1685143047
Guerrero Negro,27.9769,-114.0611,65.05,63,98,20.67,MX,1685143047
Celestún,20.8667,-90.4,82.74,63,0,11.79,MX,1685143047
Kota Bharu,6.1333,102.2386,76.95,94,20,0.0,MY,1685143048
Kstovo,56.1473,44.1979,56.59,97,54,3.58,RU,1685143048
Klyuchi,52.2667,79.1667,46.11,53,21,7.52,RU,1685143048
Meadow Lakes,61.6247,-149.6011,59.63,41,100,13.8,US,1685143048
Huarmey,-10.0681,-78.1522,73.71,78,20,12.01,PE,1685143048
Vavatenina,-17.4667,49.2,68.07,87,86,2.48,MG,1685143049
Alo,7.4178,6.7371,78.49,91,65,4.32,NG,1685143049
Berdigestyakh,62.0989,126.6992,42.58,50,10,8.28,RU,1685143049
Nantucket,41.2835,-70.0995,57.34,71,0,5.75,US,1685142920
Kiamba,5.9894,124.6242,79.3,79,100,6.06,PH,1685143050
Someshwar,13.5,75.0667,77.43,85,100,1.05,IN,1685143050
Tāfuna,-14.3358,-170.72,82.35,94,75,18.41,AS,1685143050
Harper,4.375,-7.7169,78.64,85,84,5.3,LR,1685143051
Cururupu,-1.8283,-44.8683,75.49,95,43,3.04,BR,1685143051
Moroni,-11.7022,43.2551,75.0,73,3,3.49,KM,1685143051
Aldan,58.6031,125.3894,40.46,61,100,9.35,RU,1685143051
Woolgoolga,-30.1106,153.2007,62.47,55,27,16.17,AU,1685143051
Sol'tsy,58.1239,30.3238,46.65,68,72,8.12,RU,1685143052
Puerto Baquerizo Moreno,-0.9,-89.6,78.21,83,61,9.82,EC,1685143052
Mandan,46.8267,-100.8896,82.38,49,20,25.32,US,1685143052
Ishigaki,24.3448,124.1572,78.93,73,40,11.5,JP,1685143052
Emmett,43.8735,-116.4993,80.56,38,64,4.0,US,1685143053
Klaksvík,62.2266,-6.589,49.12,89,100,29.42,FO,1685143053
Brisas de Zicatela,15.8369,-97.0419,88.32,66,75,6.91,MX,1685143053
Kruisfontein,-34.0033,24.7314,48.49,79,0,5.28,ZA,1685143053
Urengoy,65.9667,78.3667,46.26,67,18,11.36,RU,1685143053
Nuuk,64.1835,-51.7216,34.66,77,100,26.37,GL,1685143054
Cuajinicuilapa,16.4667,-98.4167,90.03,53,97,7.94,MX,1685143054
Port Blair,11.6667,92.75,83.03,77,12,7.9,IN,1685142805
Gamba,-2.65,10.0,77.23,88,100,7.56,GA,1685143054
San Antonio de Palé,-1.4014,5.6325,79.03,84,82,17.78,GQ,1685143054
Brooks,50.5834,-111.8851,73.38,30,95,1.14,CA,1685142902
Bedēsa,8.9,40.7833,62.82,94,99,5.35,ET,1685143055
Kupang,-10.1667,123.5833,77.58,73,20,8.05,ID,1685143055
Constitución,-35.3333,-72.4167,54.37,90,100,7.09,CL,1685143050
Yorktown,40.1736,-85.4941,75.31,26,0,17.27,US,1685143056
Ouarzazate,30.9189,-6.8934,68.29,37,0,14.97,MA,1685143056
St. John's,47.5649,-52.7093,51.28,96,100,9.22,CA,1685142952
Selfoss,63.9331,-20.9971,41.04,86,99,26.46,IS,1685143056
San Pedro Pochutla,15.7333,-96.4667,87.51,59,93,5.46,MX,1685143057
Bukama,-9.2,25.85,68.38,51,40,2.68,CD,1685143057
Kunming,25.0389,102.7183,62.53,72,0,20.13,CN,1685143057
Khandyga,62.6667,135.6,45.03,57,81,4.61,RU,1685143058
Sarangani,5.4033,125.4636,83.43,76,99,18.52,PH,1685143058
Lakatoro,-16.0999,167.4164,79.07,52,42,6.85,VU,1685143058
San Antonio,29.4241,-98.4936,87.48,54,75,10.36,US,1685142975
Eyl,7.9803,49.8164,81.41,78,96,18.54,SO,1685143058
Alice Springs,-23.7,133.8833,44.15,61,0,0.0,AU,1685143059
Bragança,-1.0536,-46.7656,73.81,99,37,1.66,BR,1685142920
Malé,4.1748,73.5089,84.15,84,20,11.5,MV,1685143059
Aral,40.5156,81.2636,63.7,38,98,6.85,CN,1685143059
Castillos,-34.1667,-53.8333,61.14,95,96,9.44,UY,1685143059
Ōhara,35.25,140.3833,68.05,63,100,6.26,JP,1685143060
Big Bend,-26.8167,31.9333,66.29,68,99,2.3,SZ,1685143060
Sandnessjøen,66.0217,12.6316,34.32,64,100,11.45,NO,1685143060
Priozersk,61.0393,30.1291,47.95,92,67,1.99,RU,1685142776
Pavlohrad,48.5167,35.8667,61.02,90,100,4.36,UA,1685143061
Magong,23.5654,119.5863,77.13,87,2,10.04,TW,1685143061
Kerikeri,-35.2268,173.9474,63.91,93,100,4.0,NZ,1685143061
Nadym,65.5333,72.5167,55.92,61,65,17.65,RU,1685143061
Yanbu,24.0891,38.0637,84.81,55,11,3.13,SA,1685142766
Hobyo,5.3505,48.5268,82.27,75,3,17.58,SO,1685143062
East London,-33.0153,27.9116,56.3,54,4,4.68,ZA,1685143062
Sur,22.5667,59.5289,91.96,45,1,16.31,OM,1685143062
Luziânia,-16.2525,-47.9503,71.29,56,13,5.17,BR,1685143062
Tauranga,-37.6861,176.1667,58.64,90,100,1.01,NZ,1685142900
Magadan,59.5667,150.8,56.53,76,57,1.07,RU,1685143063
Great Falls,47.5002,-111.3008,63.79,74,100,5.75,US,1685143063
Mejit,10.2753,170.8646,78.08,84,100,20.51,MH,1685143063
Corinth,37.9407,22.9573,63.9,69,40,2.46,GR,1685143063
Alpine,32.835,-116.7664,70.66,57,40,5.99,US,1685143063
Valparaíso,-33.0393,-71.6273,62.24,58,0,10.36,CL,1685142769
Bellevue,47.6104,-122.2007,86.05,40,0,9.22,US,1685142770
Labuan,5.2767,115.2417,79.16,94,20,0.0,MY,1685142997
Waslala,13.2333,-85.3833,85.24,57,100,2.91,NI,1685143064
Mount Pearl,47.5166,-52.7813,50.45,96,100,9.22,CA,1685143064
Sainyabuli,19.25,101.75,70.43,98,68,1.28,LA,1685143065
Villa Cañás,-34.0057,-61.6076,52.95,84,24,6.6,AR,1685143065
Saposoa,-6.934,-76.7716,76.37,88,84,2.42,PE,1685143065
Chernyshevskiy,63.0128,112.4714,42.19,57,6,5.21,RU,1685143065
Kulhudhuffushi,6.6221,73.07,84.42,73,3,11.23,MV,1685143066
Finisterra,42.9049,-9.2629,62.02,91,83,3.11,ES,1685143066
Labytnangi,66.6572,66.4183,61.23,75,97,7.78,RU,1685143066
Kiruna,67.8557,20.2251,32.92,60,100,14.97,SE,1685143066
El Alto,-4.2714,-81.2147,76.66,75,21,20.02,PE,1685143067
Venice,27.0998,-82.4543,79.14,86,100,10.36,US,1685143067
Westport,41.1415,-73.3579,72.09,33,0,11.5,US,1685143008
Gao,16.6362,1.637,91.26,14,3,11.48,ML,1685143067
San Andrés,12.5847,-81.7006,86.02,66,20,3.44,CO,1685142813
Port Douglas,-16.4833,145.4667,73.49,66,75,2.39,AU,1685143068
Ati,13.2154,18.3353,93.31,34,81,4.27,TD,1685143068
Konark,19.9,86.1167,75.6,91,13,6.82,IN,1685143068
Ségou,13.4317,-6.2157,96.1,18,97,7.16,ML,1685143068
Sabang,5.8933,95.3214,82.96,73,81,15.64,ID,1685143069
Talakan,50.3167,130.3667,51.1,59,41,8.86,RU,1685143069
Kuressaare,58.2481,22.5039,43.95,82,1,4.61,EE,1685143069
La Romana,18.4273,-68.9728,82.76,94,20,4.61,DO,1685143069
Marsassoum,12.8275,-15.9806,78.89,75,99,7.7,SN,1685143069
La Passe,45.5549,-0.8967,70.03,89,1,10.74,FR,1685143070
Selkirk,50.1436,-96.8845,89.67,32,0,13.0,CA,1685143070
Motygino,58.1831,94.7592,44.13,68,38,6.73,RU,1685143070
Itamaracá,-7.7478,-34.8256,80.65,83,10,8.21,BR,1685143071
Luga,58.7372,29.8453,40.95,85,37,5.23,RU,1685143071
Kendari,-3.945,122.4989,75.22,88,98,2.44,ID,1685143071
Sylvan Lake,52.3168,-114.0853,69.37,36,0,8.05,CA,1685143071
Alaghsas,17.0187,8.0168,95.67,14,54,11.61,NE,1685143071
Isla Mujeres,21.2311,-86.731,84.25,62,28,14.72,MX,1685143072
Bubaque,11.2833,-15.8333,81.95,79,87,13.56,GW,1685143072
Vrangel',42.7297,133.0839,56.7,80,62,4.65,RU,1685143072
Ebon,4.582,168.6964,82.63,74,99,6.87,MH,1685143073
Bitetto,41.0386,16.7469,66.34,75,75,6.91,IT,1685143073
Khromtau,50.2503,58.4347,62.06,47,45,6.8,KZ,1685143073
Cambria,35.5641,-121.0808,76.24,78,6,7.0,US,1685143073
Kiunga,-6.1219,141.2906,75.27,96,94,1.83,PG,1685143073
Lemvig,56.5486,8.3102,49.14,85,33,14.38,DK,1685142987
Prineville,44.2999,-120.8345,77.7,29,20,8.05,US,1685143074
Labuan Bajo,-8.4964,119.8877,74.55,80,99,5.57,ID,1685143074
Lichuan,30.3,108.85,63.63,99,100,3.4,CN,1685143074
Kudahuvadhoo,2.6708,72.8944,83.05,74,5,9.04,MV,1685143074
Nchelenge,-9.3451,28.734,66.72,55,53,5.64,ZM,1685143075
Opuwo,-18.0607,13.84,63.41,41,1,3.65,NA,1685143075
Puente Alto,-33.6167,-70.5833,58.55,64,100,2.66,CL,1685143075
Peterhead,57.5058,-1.7981,54.0,92,63,9.66,GB,1685143075
Gorskoye,48.7347,38.4954,60.55,97,100,3.31,UA,1685143076
Palmer,42.1584,-72.3287,71.2,28,20,10.36,US,1685143076
Newman,37.3138,-121.0208,81.05,10,1,4.65,US,1685143076
Gornopravdinsk,60.05,69.9,57.38,59,98,3.6,RU,1685143076
Toliara,-23.35,43.6667,69.66,65,2,4.97,MG,1685143076
Mweka,-4.85,21.5667,73.35,70,99,0.13,CD,1685143077
Nacala,-14.5428,40.6728,68.29,78,0,3.94,MZ,1685143077
Ola,59.5833,151.2833,57.15,78,55,2.28,RU,1685143077
Marion,39.7684,-86.1555,77.38,26,20,13.8,US,1685142943
Rio Pardo de Minas,-15.6097,-42.5397,69.31,69,97,6.87,BR,1685143078
Vozhega,60.4725,40.2213,52.2,79,67,1.01,RU,1685143078
Nemuro,43.3236,145.575,51.46,91,94,15.64,JP,1685143078
Guarapuava,-25.3953,-51.4581,55.83,90,70,2.62,BR,1685143078
Isla Vista,34.4133,-119.861,73.9,69,100,13.8,US,1685143078
Shache,38.4167,77.2406,66.7,37,100,6.71,CN,1685143079
Aur,8.1499,171.1687,79.21,76,100,13.0,MH,1685143079
Coquimbo,-29.9533,-71.3436,58.73,82,0,3.44,CL,1685142795
Miðvágur,62.0511,-7.1939,49.03,93,100,17.27,FO,1685143079
Copiapó,-27.3667,-70.3333,55.09,48,100,1.19,CL,1685143065
Barcelos,41.5388,-8.6151,63.91,92,49,3.65,PT,1685143080
Diego de Almagro,-26.3667,-70.05,62.24,34,100,2.24,CL,1685143080
Prince Rupert,54.3161,-130.3201,53.69,72,100,19.57,CA,1685143080
Kuta,-8.7233,115.1723,77.0,88,20,7.0,ID,1685143081
Itaituba,-4.2761,-55.9836,77.56,81,77,2.01,BR,1685143081
Mokhsogollokh,61.4681,128.9203,46.27,57,5,5.66,RU,1685143081
Ulsteinvik,62.3432,5.8487,50.31,74,100,10.0,NO,1685143081
Mata-Utu,-13.2816,-176.1745,81.72,82,100,14.85,WF,1685143081
Naumburg,51.15,11.8167,49.96,91,3,4.88,DE,1685143082
Vernon,50.2581,-119.2691,85.3,27,0,3.44,CA,1685143082
Vadsø,70.0744,29.7487,38.28,70,0,19.57,NO,1685143082
Ha Tinh,18.3333,105.9,78.13,88,90,1.95,VN,1685143082
Verkhniy Rohachyk,47.2505,34.338,60.89,87,99,4.76,UA,1685143083
Larkird,35.4894,66.6641,56.91,39,0,2.44,AF,1685143083
